Date,Close,High,Low,Open,Volume,SMA_20,EMA_20,RSI_14,MACD,MACD_signal,MACD_hist,BB_mid,BB_upper,BB_lower,Return,LogReturn,Volatility_20,Close_lag_1,Close_lag_2,Close_lag_3,Close_lag_4,Close_lag_5,Close_lag_6,Close_lag_7,Close_lag_8,Close_lag_9,Close_lag_10
2015-02-02,2020.84997559,2021.66003418,1980.90002441,1996.67004395,4008330000,2026.3110107425,2029.305464178699,48.510903231076156,-7.977133317550397,-6.529501131516648,-1.4476321860337489,2026.3110107425,2068.0468510679834,1984.5751704170166,0.012962463714927486,0.012879170004418737,0.011187177069368249,1994.98999023,2021.25,2002.16003418,2029.55004883,2057.09008789,2051.82006836,2063.14990234,2032.11999512,2022.55004883,2019.42004395
2015-02-03,2050.0300293,2050.30004883,2022.70996094,2022.70996094,4615900000,2027.783514405,2031.2792322854896,54.9494103242513,-5.338348458512883,-6.291270596915895,0.9529221384030127,2027.783514405,2070.728554579804,1984.838474230196,0.014439495292806637,0.014336238576967177,0.010880775563562345,2020.84997559,1994.98999023,2021.25,2002.16003418,2029.55004883,2057.09008789,2051.82006836,2063.14990234,2032.11999512,2022.55004883
2015-02-04,2041.51000977,2054.73999023,2036.7199707,2048.86010742,4141920000,2029.728515626,2032.2535920459193,55.6099761506116,-3.889748221391983,-5.810966121811113,1.9212179004191299,2029.728515626,2071.3770772972593,1988.0799539547404,-0.004156046208215525,-0.00416470657183444,0.010708921575593201,2050.0300293,2020.84997559,1994.98999023,2021.25,2002.16003418,2029.55004883,2057.09008789,2051.82006836,2063.14990234,2032.11999512
2015-02-05,2062.52001953,2063.55004883,2043.44995117,2043.44995117,3821990000,2031.559515382,2035.1361089491652,62.84338331516897,-1.0344652260250768,-4.855665942653906,3.8212007166288293,2031.559515382,2075.6477927480873,1987.4712380159126,0.010291406684000082,0.010238810708160191,0.010643838821616706,2041.51000977,2050.0300293,2020.84997559,1994.98999023,2021.25,2002.16003418,2029.55004883,2057.09008789,2051.82006836,2063.14990234
2015-02-06,2055.4699707,2072.39990234,2049.9699707,2062.2800293,4232970000,2031.2260192879999,2037.0726672111493,57.146244893469174,0.6519715756560345,-3.754138438991918,4.406110014647952,2031.2260192879999,2074.432410058752,1988.019628517248,-0.0034181723150529253,-0.003424027612792694,0.009908586262615343,2062.52001953,2041.51000977,2050.0300293,2020.84997559,1994.98999023,2021.25,2002.16003418,2029.55004883,2057.09008789,2051.82006836
2015-02-09,2046.73999023,2056.15991211,2041.88000488,2053.4699707,3549540000,2031.32251587,2037.993364641516,54.69106717143457,1.2694153961676875,-2.7494276719599973,4.018843068127685,2031.32251587,2074.6650533935094,1987.9799783464903,-0.004247194361602258,-0.004256239311098838,0.009767818415191854,2055.4699707,2062.52001953,2041.51000977,2050.0300293,2020.84997559,1994.98999023,2021.25,2002.16003418,2029.55004883,2057.09008789
2015-02-10,2068.59008789,2070.86010742,2048.62011719,2049.37988281,3669850000,2033.339019776,2040.907338284229,56.750970854102846,3.4817291384356395,-1.50319630988087,4.98492544831651,2033.339019776,2079.727314864388,1986.9507246876117,0.010675561021087354,0.010618979555897735,0.00984131409716093,2046.73999023,2055.4699707,2062.52001953,2041.51000977,2050.0300293,2020.84997559,1994.98999023,2021.25,2002.16003418,2029.55004883
2015-02-11,2068.5300293,2073.47998047,2057.98999023,2068.55004883,3596860000,2035.614019776,2043.5380707619215,51.12488999834839,5.170554557381365,-0.1684461364284231,5.339000693809789,2035.614019776,2084.2804904393333,1986.9475491126668,-2.9033586862792227e-05,-2.9034008345533408e-05,0.009809126674860757,2068.59008789,2046.73999023,2055.4699707,2062.52001953,2041.51000977,2050.0300293,2020.84997559,1994.98999023,2021.25,2002.16003418
2015-02-12,2088.47998047,2088.5300293,2069.97998047,2069.97998047,3788350000,2039.474517823,2047.8182526388814,57.39826334762254,8.026233773166268,1.4704898454905153,6.555743927675753,2039.474517823,2092.098568840569,1986.850466805431,0.009644506430854793,0.009598295065003783,0.0098410561145483,2068.5300293,2068.59008789,2046.73999023,2055.4699707,2062.52001953,2041.51000977,2050.0300293,2020.84997559,1994.98999023,2021.25
2015-02-13,2096.98999023,2097.0300293,2086.69995117,2088.7800293,3527450000,2044.6905151370004,2052.501275266607,57.94817998618056,10.850983409999117,3.346588558392236,7.504394851606881,2044.6905151370004,2098.448979387469,1990.9320508865317,0.004074738489034724,0.004066459225094297,0.009489767898101216,2088.47998047,2068.5300293,2068.59008789,2046.73999023,2055.4699707,2062.52001953,2041.51000977,2050.0300293,2020.84997559,1994.98999023
2015-02-17,2100.34008789,2101.30004883,2089.80004883,2096.4699707,3361750000,2048.736517334,2057.057352659311,65.60556072736014,13.207692672018766,5.318809381117543,7.888883290901223,2048.736517334,2106.5169453282942,1990.9560893397056,0.0015975744641645306,0.0015962996995872163,0.009144444347022185,2096.98999023,2088.47998047,2068.5300293,2068.59008789,2046.73999023,2055.4699707,2062.52001953,2041.51000977,2050.0300293,2020.84997559
2015-02-18,2099.67993164,2100.22998047,2092.14990234,2099.15991211,3370020000,2052.5930114745,2061.116645895567,74.3701721529274,14.850940254262241,7.225235555746483,7.625704698515758,2052.5930114745,2113.239171102201,1991.9468518467993,-0.0003143092177340101,-0.0003143586232288592,0.00915838119227128,2100.34008789,2096.98999023,2088.47998047,2068.5300293,2068.59008789,2046.73999023,2055.4699707,2062.52001953,2041.51000977,2050.0300293
2015-02-19,2097.44995117,2102.12988281,2090.79003906,2099.25,3247100000,2055.859509277,2064.5769606836084,70.79460765191045,15.791253276882799,8.938439099973746,6.852814176909053,2055.859509277,2118.8547383375617,1992.8642802164386,-0.0010620573337852823,-0.001062621716315196,0.009154983723327978,2099.67993164,2100.34008789,2096.98999023,2088.47998047,2068.5300293,2068.59008789,2046.73999023,2055.4699707,2062.52001953,2041.51000977
2015-02-20,2110.30004883,2110.61010742,2085.43994141,2097.64990234,3281600000,2058.2170166015,2068.9315405070743,83.95256087405626,17.373087472304633,10.625368774439924,6.747718697864709,2058.2170166015,2125.728201485304,1990.7058317176957,0.006126533628529218,0.00610784272283837,0.008659181040922597,2097.44995117,2099.67993164,2100.34008789,2096.98999023,2088.47998047,2068.5300293,2068.59008789,2046.73999023,2055.4699707,2062.52001953
2015-02-23,2109.65991211,2110.05004883,2103.0,2109.83007812,3093680000,2061.109008789,2072.810433040686,80.71080560541583,18.363367317580924,12.172968483068125,6.1903988345127985,2061.109008789,2132.320389571059,1989.8976280069417,-0.00030333919593805714,-0.0003033852125779556,0.008526443534795123,2110.30004883,2097.44995117,2099.67993164,2100.34008789,2096.98999023,2088.47998047,2068.5300293,2068.59008789,2046.73999023,2055.4699707
2015-02-24,2115.47998047,2117.93994141,2105.87011719,2109.10009766,3199840000,2064.028503418,2076.874199462525,76.99396448711246,19.39423740949087,13.617222268352673,5.777015141138197,2064.028503418,2139.2224567510248,1988.8345500849753,0.0027587708931622323,0.002754972469125831,0.008527925908048186,2109.65991211,2110.30004883,2097.44995117,2099.67993164,2100.34008789,2096.98999023,2088.47998047,2068.5300293,2068.59008789,2046.73999023
2015-02-25,2113.86010742,2119.59008789,2109.88989258,2115.30004883,3312340000,2068.2440063475,2080.3966668870466,81.6407501168785,19.851661569711723,14.864110128624484,4.9875514410872395,2068.2440063475,2144.741183539928,1991.7468291550724,-0.0007657236489848618,-0.0007660169650804416,0.007803664958555374,2115.47998047,2109.65991211,2110.30004883,2097.44995117,2099.67993164,2100.34008789,2096.98999023,2088.47998047,2068.5300293,2068.59008789
2015-02-26,2110.73999023,2113.90991211,2103.76000977,2113.90991211,3408690000,2073.6730041500005,2083.286507205423,74.99981013197763,19.73491432316405,15.838270967532397,3.8966433556316513,2073.6730041500005,2145.704390566817,2001.6416177331837,-0.001476028228664772,-0.001477118631439613,0.00695089518040366,2113.86010742,2115.47998047,2109.65991211,2110.30004883,2097.44995117,2099.67993164,2100.34008789,2096.98999023,2088.47998047,2068.5300293
2015-02-27,2104.5,2112.73999023,2103.75,2110.87988281,3547380000,2077.8355041500004,2085.3068398525256,75.63511129618436,18.920769375775762,16.45477064918107,2.465998726594691,2077.8355041500004,2146.661871760075,2009.0091365399255,-0.0029563045466911575,-0.0029606830465595626,0.0068621779457711885,2110.73999023,2113.86010742,2115.47998047,2109.65991211,2110.30004883,2097.44995117,2099.67993164,2100.34008789,2096.98999023,2088.47998047
2015-03-02,2117.38989258,2117.52001953,2104.5,2105.22998047,3409490000,2083.9554992675,2088.3623686837136,85.39910261332,19.095538760975614,16.98292427153998,2.112614489435636,2083.9554992675,2142.809754285207,2025.1012442497927,0.006124919258731154,0.006106238182018437,0.0059167402280819095,2104.5,2110.73999023,2113.86010742,2115.47998047,2109.65991211,2110.30004883,2097.44995117,2099.67993164,2100.34008789,2096.98999023
2015-03-03,2107.7800293,2115.76000977,2098.26000977,2115.76000977,3262300000,2088.3020019530004,2090.2116696947883,72.38138793175051,18.24825458446867,17.235990334125717,1.0122642503429518,2088.3020019530004,2139.92945331222,2036.6745505937806,-0.0045385421521448865,-0.004548872603220444,0.005659441814496702,2117.38989258,2104.5,2110.73999023,2113.86010742,2115.47998047,2109.65991211,2110.30004883,2097.44995117,2099.67993164,2100.34008789
2015-03-04,2098.5300293,2107.7199707,2094.48999023,2107.7199707,3421110000,2090.7270019529997,2091.003894419094,65.5054410361249,16.638578895359387,17.116508046372452,-0.47792915101306477,2090.7270019529997,2139.2480259115614,2042.205977994438,-0.004388503483009121,-0.004398161230148104,0.005045724383954865,2107.7800293,2117.38989258,2104.5,2110.73999023,2113.86010742,2115.47998047,2109.65991211,2110.30004883,2097.44995117,2099.67993164
2015-03-05,2101.04003906,2104.25,2095.2199707,2098.54003906,3103030000,2093.7035034175,2091.959717718228,57.91930150545046,15.388052237791271,16.770816884656217,-1.3827646468649455,2093.7035034175,2136.47519002861,2050.93181680639,0.0011960799821564283,0.0011953652483569946,0.00488737188655218,2098.5300293,2107.7800293,2117.38989258,2104.5,2110.73999023,2113.86010742,2115.47998047,2109.65991211,2110.30004883,2097.44995117
