Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.23755074,24.70532030,23.79860048,24.69423504,212818400
2015-01-05,23.55474663,24.08680713,23.36852638,24.00699797,257142000
2015-01-06,23.55695724,23.81633609,23.19559874,23.61903064,263188400
2015-01-07,23.88727570,23.98703626,23.65449878,23.76534461,160423600
2015-01-08,24.80508804,24.86272837,24.09789087,24.21538891,237458000
2015-01-09,24.83169174,25.10658902,24.43264594,24.97800741,214798000
2015-01-12,24.21981621,24.96913348,24.12005563,24.96248300,198603200
2015-01-13,24.43486214,25.00682719,24.14444652,24.70310892,268367600
2015-01-14,24.34174538,24.49471147,24.05354554,24.17325924,195826400
2015-01-15,23.68111038,24.39939111,23.64564059,24.38609015,240056000
2015-01-16,23.49710846,23.84959923,23.32197177,23.72766809,314053200
2015-01-20,24.10231972,24.15774264,23.61016392,23.90722996,199599600
2015-01-21,24.28632164,24.62107482,24.00255490,24.15330529,194303600
2015-01-22,24.91815186,24.93367021,24.32401793,24.44373167,215185600
2015-01-23,25.04672432,25.21742615,24.72527040,24.89597392,185859200
2015-01-26,25.07332993,25.35266193,25.00682343,25.21521247,222460000
2015-01-27,24.19543266,24.93588384,24.17104644,24.92258119,382274800
2015-01-28,25.56326675,26.18622152,25.56326675,26.07759138,585908400
2015-01-29,26.35914230,26.42343310,25.61869118,25.78717734,337745600
2015-01-30,25.97339439,26.60299786,25.90466883,26.24829156,334982000
2015-02-02,26.29927826,26.41899195,25.73396560,26.17069840,250956400
2015-02-03,26.30371857,26.40126176,26.07315901,26.27046448,207662800
2015-02-04,26.50545502,26.71606311,26.22834043,26.27046239,280598800
2015-02-05,26.69463539,26.75917990,26.54106391,26.71243943,168984800
2015-02-06,26.46984673,26.76363458,26.36301401,26.71244351,174826400
2015-02-09,26.64567375,26.67238066,26.35856263,26.38527124,155559200
2015-02-10,27.15757370,27.18650844,26.74360142,26.74582586,248034000
2015-02-11,27.79411888,27.80302175,27.26441094,27.32450318,294247200
2015-02-12,28.14577484,28.37279375,27.94769068,28.05674785,297898000
2015-02-13,28.28376770,28.32828035,27.96549735,28.32828035,217088800
2015-02-17,28.45068550,28.68438108,28.24814910,28.37501198,252609600
2015-02-18,28.64878273,28.66213619,28.36612210,28.40618417,179566800
2015-02-19,28.58867264,28.71776164,28.56196574,28.59534936,149449600
2015-02-20,28.82237244,28.82237244,28.49965157,28.62651276,195793600
2015-02-23,29.60136032,29.60136032,28.85798863,28.93811275,283896400
2015-02-24,29.41663361,29.73490568,29.19406696,29.58801088,276912400
2015-02-25,28.66435432,29.28976940,28.52191182,29.28086483,298846800
2015-02-26,29.02713203,29.12728631,28.17915393,28.66434743,365150000
2015-02-27,28.59090424,29.06051985,28.54193932,28.93365527,248059200
2015-03-02,28.73112297,28.99597778,28.55529684,28.76673444,192386800
2015-03-03,28.79121590,28.82682737,28.50855536,28.70219061,151265200
2015-03-04,28.60870743,28.83572630,28.55974590,28.73334757,126665200
2015-03-05,28.13464546,28.65545050,27.98997683,28.61761459,226068400
2015-03-06,28.17693138,28.79344012,28.10125955,28.57755024,291368400
2015-03-09,28.29711723,28.83795583,27.83417830,28.47962178,354114000
2015-03-10,27.71176338,28.31491857,27.55374133,28.13464019,275426400
2015-03-11,27.20654678,27.76964014,27.17761373,27.76518955,275756000
2015-03-12,27.69841385,27.79856984,27.07077608,27.22212144,193450800
2015-03-13,27.50700760,27.90985433,27.28221654,27.68728771,207309200
2015-03-16,27.80969238,27.80969238,27.34675521,27.57154622,143497200
2015-03-17,28.27486420,28.33718258,27.96549672,28.02113838,204092400
2015-03-18,28.59313774,28.74670927,28.12574812,28.26596449,261083600
2015-03-19,28.37724113,28.76673268,28.35498481,28.65544938,183238000
2015-03-20,28.02113533,28.57755013,27.85643652,28.54416650,274780400
2015-03-23,28.31270027,28.45514278,28.15912876,28.29267009,150838800
2015-03-24,28.19696617,28.49742908,28.16803142,28.31715235,131369200
2015-03-25,27.46027374,28.22590359,27.46027374,28.16358520,206620800
2015-03-26,27.65167046,27.79411293,27.28666141,27.32227288,190291600
2015-03-27,27.43133354,27.75405443,27.35566171,27.72512139,158184800
2015-03-30,28.12574768,28.13242441,27.59826412,27.60939313,188398800
2015-03-31,27.69396400,28.15245069,27.67838441,28.06342370,168362400
2015-04-01,27.65390587,27.84753946,27.39795389,27.78076879,162485600
2015-04-02,27.89204407,27.94545957,27.64054444,27.82749955,128880400
2015-04-06,28.34385109,28.37946255,27.67170083,27.70286001,148776000
2015-04-07,28.04561806,28.51523203,28.03894133,28.40840101,140049200
2015-04-08,27.95436478,28.13241874,27.81414843,28.01000643,149316800
2015-04-09,28.16802979,28.17248207,27.74515458,28.01000769,129936000
2015-04-10,28.28821182,28.31269428,27.87869013,28.03225992,160752000
2015-04-13,28.23257446,28.61539101,28.17915895,28.57087497,145460400
2015-04-14,28.11015892,28.33049935,28.02335809,28.26595484,102098400
2015-04-15,28.21699905,28.29489704,28.04562348,28.13465048,115881600
2015-04-16,28.08123016,28.28821719,28.06787671,28.10571263,113476000
2015-04-17,27.76518440,28.07455185,27.70063988,27.94323837,207828000
2015-04-20,28.39950371,28.51523762,27.85866669,27.94769369,188217200
2015-04-21,28.24593163,28.53304108,28.19251441,28.51078646,129740400
2015-04-22,28.62651443,28.68215608,28.11461228,28.26373150,150618000
2015-04-23,28.86021996,29.02714496,28.51969322,28.55530470,183083600
2015-04-24,28.99598312,29.07388281,28.76228746,29.04272361,178103600
2015-04-27,29.52346230,29.63029672,29.18961235,29.44779046,387816800
2015-04-28,29.05829048,29.94410447,28.83795175,29.92630213,475696000
2015-04-29,28.63096619,29.28753695,28.55529436,28.96926836,253544400
2015-04-30,27.85420799,28.63096489,27.72734511,28.63096489,332781600
2015-05-01,28.69996452,28.96259490,27.88759773,28.06565001,234050400
2015-05-04,28.64432335,29.06052524,28.54639349,28.82237732,203953200
2015-05-05,27.99888229,28.58868250,27.99443001,28.52191183,197085600
2015-05-06,27.82305527,28.21032073,27.45581998,28.16803253,288564000
2015-05-07,27.99514580,28.17841269,27.71800917,27.88563139,175763600
2015-05-08,28.52259254,28.52259254,28.18511272,28.31250552,222201600
2015-05-11,28.23204994,28.50918485,28.07783696,28.47119089,168143200
2015-05-12,28.13147545,28.35720545,27.89680369,28.07113050,192640000
2015-05-13,28.16277313,28.42649887,28.13148378,28.19406248,138776800
2015-05-14,28.81983948,28.81983948,28.41978271,28.47565677,180814000
2015-05-15,28.77961731,28.94053491,28.65445994,28.84666688,152832000
2015-05-18,29.09697914,29.21543189,28.68798057,28.69245145,203531600
2015-05-19,29.07016945,29.25120093,28.97406425,29.20873608,178532800
2015-05-20,29.06793213,29.27354834,28.90701450,29.05452289,145819600
2015-05-21,29.36517906,29.41881940,29.01652538,29.07016572,158921600
2015-05-22,29.62219429,29.71829946,29.36740868,29.41211066,182384000
2015-05-26,28.96958733,29.70489201,28.85783918,29.63560871,282790400
2015-05-27,29.51045227,29.55962173,29.06569678,29.13050921,183332800
2015-05-28,29.45234299,29.49033695,29.30036714,29.47022310,122933200
2015-05-29,29.11710358,29.37859389,29.03217387,29.32942442,203538000
2015-06-01,29.17520332,29.36517653,29.06569233,29.11709552,128451200
2015-06-02,29.04557800,29.20202472,28.90254052,29.02322701,134670400
2015-06-03,29.08132935,29.26459790,29.03215990,29.20201922,123934000
2015-06-04,28.91147995,29.18414569,28.81090730,28.96064941,153800400
2015-06-05,28.75279808,28.98523615,28.68798565,28.94277130,142507200
2015-06-08,28.56282425,28.87795481,28.34603259,28.80866810,210699200
2015-06-09,28.47789764,28.62540602,28.07560533,28.31698004,224301600
2015-06-10,28.80420685,28.90701325,28.57400421,28.58964888,156349200
2015-06-11,28.73938560,29.09474387,28.71480088,28.87124759,141563600
2015-06-12,28.42202187,28.68127837,28.40861263,28.64998903,147544800
2015-06-15,28.36614990,28.43766865,28.09571958,28.18288301,175955600
2015-06-16,28.51811981,28.57399387,28.24322039,28.39072702,125976400
2015-06-17,28.45107841,28.58070497,28.32591933,28.54494645,131672400
2015-06-18,28.58070183,28.67680529,28.43319518,28.43543062,141628800
2015-06-19,28.29462624,28.56729195,28.24992767,28.54270722,218867600
2015-06-22,28.52035904,28.62093168,28.40190629,28.49353887,136157200
2015-06-23,28.39073563,28.52036389,28.35721084,28.49130999,121075600
2015-06-24,28.63211250,29.00982181,28.41085163,28.43096548,221123600
2015-06-25,28.49577332,28.87571628,28.49577332,28.79972837,127752400
2015-06-26,28.32815552,28.60529045,28.27451688,28.53377170,176267200
2015-06-29,27.83199310,28.26557646,27.82081931,28.03984472,196645600
2015-06-30,28.03313828,28.18735125,27.90574546,28.06442762,177482800
2015-07-01,28.29462624,28.37061585,28.15829338,28.36167580,120955200
2015-07-02,28.25887489,28.31474897,28.10913106,28.25663945,108844000
2015-07-06,28.16053009,28.21193498,27.90350904,27.92362459,112241600
2015-07-07,28.09124947,28.19405756,27.66213529,28.13594804,187787200
2015-07-08,27.39393997,27.85657722,27.38723536,27.82081870,243046400
2015-07-09,26.83519936,27.72694907,26.64522785,27.68001506,314380000
2015-07-10,27.55261803,27.68001082,27.08998085,27.25313386,245418000
2015-07-13,28.08454323,28.10689252,27.78505733,27.94373948,165762000
2015-07-14,28.07336998,28.24322764,27.94597716,28.16947346,127072400
2015-07-15,28.34379578,28.41754995,28.06666089,28.09795023,134596800
2015-07-16,28.72150803,28.73492067,28.46225321,28.54941663,144889600
2015-07-17,28.96958733,28.96958733,28.67680774,28.84890083,184658800
