Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2015-01-02,39.93304443,40.49668439,39.74516662,39.84764572,27913900
2015-01-05,39.56582642,39.90742450,39.49750484,39.59998394,39673900
2015-01-06,38.98511505,39.92451408,38.89117450,39.60853488,36447900
2015-01-07,39.48042679,39.67684643,38.84846850,39.26692675,29114100
2015-01-08,40.64188004,40.77851997,39.89890058,39.92451955,29645200
2015-01-09,40.30027771,40.83829887,40.05262007,40.65895957,23944200
2015-01-12,39.79641342,40.59917580,39.59145517,40.49669342,23651900
2015-01-13,39.59144974,40.91514939,39.33525033,40.11239038,35270600
2015-01-14,39.24985123,39.48897352,38.95949101,39.24985123,29719600
2015-01-15,38.83993912,39.60854081,38.78015935,39.47190087,32750800
2015-01-16,39.48897934,39.52313688,38.57519593,38.69475872,35695300
2015-01-20,39.61706924,39.83911112,38.91678933,39.54020910,36161900
2015-01-21,39.21569443,39.40357555,38.83993545,39.23277483,39081100
2015-01-22,40.24903107,40.25756964,39.35233149,39.60853091,35898000
2015-01-23,40.29174042,40.47107973,39.96721934,40.44546076,26211600
2015-01-26,40.14656067,40.24904307,39.48898317,40.13802210,42525500
2015-01-27,36.43164825,36.89280914,35.96194880,36.67930909,169164000
2015-01-28,35.17626953,36.54267190,35.15065057,36.49997254,84507100
2015-01-29,35.87656403,35.97050461,34.83468550,34.95424507,63585300
2015-01-30,34.50161743,35.50933816,34.45891481,35.48371594,78004900
2015-02-02,35.25313187,35.32999202,34.35643219,34.66387282,50352500
2015-02-03,35.52642059,35.80824233,35.05672096,35.55204282,52082400
2015-02-04,35.73137665,36.04735588,35.32145685,35.81677538,41614800
2015-02-05,36.25231171,36.41457058,35.74845142,36.05589204,36548200
2015-02-06,36.21814728,36.54266826,35.99610867,36.44872772,34616600
2015-02-09,36.17544556,36.49996651,36.04734424,36.07296645,31381100
2015-02-10,36.38040924,36.52559098,36.02173070,36.49997201,29670700
2015-02-11,36.19253159,36.42311204,36.04734985,36.42311204,38262500
2015-02-12,36.79887772,36.79887772,36.30355592,36.43165728,33268800
2015-02-13,37.46500015,37.46500015,36.85012202,37.04654174,40264900
2015-02-17,37.48219681,37.84342795,37.14676367,37.81762667,33695700
2015-02-18,37.43919373,37.58540869,37.31878333,37.52520349,27111700
2015-02-19,37.41337967,37.43918095,37.02634405,37.13815507,27603400
2015-02-20,37.72302628,37.74022823,37.23278202,37.42199697,29721100
2015-02-23,37.97243500,38.00683561,37.54239611,37.58539934,32518800
2015-02-24,37.92082977,38.10144532,37.77461484,37.97243562,25271700
2015-02-25,37.83482361,37.92083008,37.67140673,37.80041971,29759800
2015-02-26,37.89502716,38.04123880,37.74881224,37.83482198,28957300
2015-02-27,37.71441269,38.01544191,37.55099908,37.95523672,33807700
2015-03-02,37.74022293,38.00684501,37.45639562,37.55960406,31924000
2015-03-03,37.22418213,37.69722775,37.06076846,37.46500625,31748600
2015-03-04,37.03495407,37.16396378,36.88013979,36.99194755,25748700
2015-03-05,37.07796478,37.18977585,36.82854136,37.04356087,23193500
2015-03-06,36.43289948,37.07795788,36.25228391,36.98334879,36248800
2015-03-09,36.85433578,37.09515982,36.28668452,36.28668452,32108000
2015-03-10,36.14907074,36.73392394,36.14907074,36.42429539,39159700
2015-03-11,36.10606766,36.44149749,35.98565728,36.38989492,32215300
2015-03-12,35.28038788,35.82223775,35.14277558,35.54701315,59992500
2015-03-13,35.59003448,35.66744165,34.92777392,35.00518109,58007700
2015-03-16,35.74483490,35.81363942,35.50401088,35.66742777,35273500
2015-03-17,35.86524963,35.97706068,35.39220744,35.58142235,31673400
2015-03-18,36.55330658,36.83713383,35.54701713,35.63302359,44194800
2015-03-19,36.37269592,36.63071864,36.31249073,36.34689135,33879100
2015-03-20,36.88013458,36.96614104,36.54470479,36.60490997,71904500
2015-03-23,36.86294556,37.09516702,36.79413774,36.88014751,26246100
2015-03-24,36.89735794,37.12957618,36.76834489,36.79414619,25513300
2015-03-25,35.65883636,36.92315219,35.64163441,36.91454957,43469900
2015-03-26,35.44381332,35.78784583,35.19438992,35.45241594,37495600
2015-03-27,35.23738480,35.63301975,35.11697444,35.36639448,34401400
2015-03-30,35.22877884,35.72762544,35.18577561,35.34918918,35049700
2015-03-31,34.97077179,35.28899973,34.86756335,35.07398023,34887200
2015-04-01,35.02238083,35.05678146,34.66974894,34.91916910,36865300
2015-04-02,34.65253830,35.03957400,34.50632336,34.97076619,37487500
2015-04-06,35.73623657,35.93405410,34.55793075,34.69554309,39223700
2015-04-07,35.71902466,36.04585509,35.52980980,35.78783245,28809400
2015-04-08,35.62442780,35.85664924,35.29760053,35.65883170,24753400
2015-04-09,35.67603683,35.79644724,35.47821928,35.47821928,25723900
2015-04-10,35.88244629,36.08026379,35.61582099,35.80503916,28022000
2015-04-13,35.91684341,36.17486935,35.59861558,35.60721820,30276700
2015-04-14,35.82226181,36.14908920,35.59863962,35.95127158,24244400
2015-04-15,36.34689331,36.51890956,35.84804980,35.91685433,27343600
2015-04-16,36.26088715,36.41570144,35.96846050,36.08027156,22509700
2015-04-17,35.79644012,35.89965183,35.40080509,35.83944336,42387600
2015-04-20,36.90594864,37.12956749,35.84805304,35.89105629,46057700
2015-04-21,36.67371368,37.11235516,36.57910461,36.98334219,26013800
2015-04-22,36.97475052,37.09516090,36.59631414,36.69952257,25064300
2015-04-23,37.27578735,37.50800885,36.81134436,36.88875153,46309500
2015-04-24,41.17192841,41.40414983,39.26255769,39.27115702,130933700
2015-04-27,41.30953598,41.39554573,40.61287506,40.62147439,59248200
2015-04-28,42.28141403,42.32441726,41.02570154,41.09450604,60730800
2015-04-29,42.19542313,42.41044260,41.71377832,41.90299651,47804600
2015-04-30,41.83417892,42.60825017,41.79977503,41.88578477,64725500
2015-05-01,41.85139465,42.04061286,41.62777582,41.78259012,38937300
2015-05-04,41.49017334,42.03202024,41.43856747,41.60198114,34039500
2015-05-05,40.93970108,41.42134582,40.69028102,41.12891924,50369200
2015-05-06,39.80440903,41.08592670,39.58079019,40.91391044,52433000
2015-05-07,40.16563797,40.50106782,39.70119512,39.79580422,32971700
2015-05-08,41.06872559,41.26654314,40.87090803,40.89670933,35364900
2015-05-11,40.74189377,41.20633667,40.74189377,40.89670807,24609400
2015-05-12,40.72468185,41.00850910,39.92480925,40.29464296,29928300
2015-05-13,40.96551514,41.55896776,40.91390928,41.44715671,34184600
2015-05-14,41.90299606,41.98900254,41.30954022,41.30954022,32980900
2015-05-15,41.54177094,42.06641909,41.32675141,42.03201518,28642700
2015-05-18,41.29232788,41.47294669,40.94829878,41.26652660,24136500
2015-05-19,41.18845367,41.38755677,40.84218542,41.17113993,28574800
2015-05-20,41.18845367,41.49143592,40.92009561,41.02397477,25047900
2015-05-21,41.04994965,41.20577005,40.69502612,40.92875673,22410700
2015-05-22,40.59980774,40.98935548,40.53055275,40.94607276,25720600
2015-05-26,40.33144760,40.58249196,39.98517929,40.53920925,29581900
2015-05-27,41.21442795,41.35293461,40.35741572,40.53054987,27335600
2015-05-28,41.07592773,41.56935800,41.02398649,41.11921045,19283700
