Price,Close,High,Low,Open,Volume
Ticker,TSLA,TSLA,TSLA,TSLA,TSLA
Date,,,,,
2015-10-26,14.35066700,14.39200020,14.00000000,14.09200001,50871000
2015-10-27,14.02333260,14.47333336,13.83399963,14.32266712,52791000
2015-10-28,14.19733334,14.22999954,13.88666725,14.08733273,40929000
2015-10-29,14.10866737,14.25000000,14.04266739,14.11666679,27075000
2015-10-30,13.79533291,14.10866737,13.59266663,14.02666664,66583500
2015-11-02,14.25266743,14.38666725,13.81466675,13.92800045,58918500
2015-11-03,13.89000034,14.29599953,13.85000038,14.25666714,124987500
2015-11-04,15.44200039,15.51599979,15.01333332,15.13333321,190896000
2015-11-05,15.45133305,15.63866711,15.27933311,15.37199974,67452000
2015-11-06,15.49066734,15.55733299,15.30000019,15.38000011,36679500
2015-11-09,15.02200031,15.53266716,14.95400047,15.53266716,57763500
2015-11-10,14.43333340,14.91333294,14.40533257,14.89866734,69255000
2015-11-11,14.60533333,14.63199997,14.24199963,14.51799965,50217000
2015-11-12,14.19600010,14.60000038,14.17733288,14.52333260,43738500
2015-11-13,13.81266689,14.19933319,13.76799965,14.19666672,51454500
2015-11-16,14.28733253,14.33199978,13.72000027,13.73933315,43881000
2015-11-17,14.26666737,14.39999962,14.09333324,14.34666729,32230500
2015-11-18,14.73799992,14.75866699,14.16800022,14.30000019,42178500
2015-11-19,14.78666687,15.07933331,14.68666744,14.70266724,37566000
2015-11-20,14.66733265,15.00000000,14.23866653,14.89933300,66010500
2015-11-23,14.51666737,14.61200047,14.31200027,14.48999977,37893000
2015-11-24,14.55000019,14.73333263,14.33333302,14.35799980,37204500
2015-11-25,15.30933285,15.38866711,14.69200039,14.75599957,59862000
2015-11-27,15.44066715,15.48333263,15.13399982,15.40400028,29241000
2015-11-30,15.35066700,15.61866665,15.27200031,15.45266724,39897000
2015-12-01,15.81266689,15.86666679,15.40333271,15.40400028,56010000
2015-12-02,15.46599960,15.90666676,15.41533279,15.80000019,44722500
2015-12-03,15.51399994,15.82999992,15.33333302,15.69866657,44094000
2015-12-04,15.35866737,15.55133343,15.17733288,15.49733257,38604000
2015-12-07,15.40866661,15.70866680,15.07666683,15.18000031,47163000
2015-12-08,15.11466694,15.25333309,14.94666672,15.16800022,40314000
2015-12-09,14.96800041,15.16666698,14.71466732,15.11333275,45867000
2015-12-10,15.13799953,15.23266697,14.90933323,14.98066711,31075500
2015-12-11,14.46800041,15.05000019,14.44266701,15.01599979,49030500
2015-12-14,14.57199955,14.72799969,14.32466698,14.50066662,42406500
2015-12-15,14.73933315,14.81466675,14.53333282,14.78800011,33666000
2015-12-16,15.63399982,15.65866661,14.71533298,14.80666733,76564500
2015-12-17,15.55933285,15.85066700,15.32066727,15.59599972,49479000
2015-12-18,15.36400032,15.72666740,15.28600025,15.52600002,45213000
2015-12-21,15.50399971,15.72200012,15.40533257,15.44600010,29298000
2015-12-22,15.32999992,15.77000046,15.30866718,15.66600037,29422500
2015-12-23,15.31333256,15.56333256,15.20866680,15.47866726,23325000
2015-12-24,15.37133312,15.45866680,15.21866703,15.37066746,10620000
2015-12-28,15.26333332,15.46533298,15.03600025,15.43266678,28519500
2015-12-29,15.81266689,15.84799957,15.30333328,15.33733273,36094500
2015-12-30,15.87266731,16.24200058,15.71133327,15.77333260,55468500
2015-12-31,16.00066757,16.22999954,15.89133263,15.90066719,40725000
2016-01-04,14.89400005,15.42533302,14.60000038,15.38133335,102406500
2016-01-05,14.89533329,15.12600040,14.66666698,15.09066677,47802000
2016-01-06,14.60266685,14.67000008,14.39866734,14.66666698,56686500
2016-01-07,14.37666702,14.56266689,14.24466705,14.27933311,53314500
2016-01-08,14.06666660,14.69600010,14.05133343,14.52400017,54421500
2016-01-11,13.85666656,14.29666710,13.53333282,14.26733303,61371000
2016-01-12,13.99800014,14.24933338,13.68733311,14.10666656,46378500
2016-01-13,13.35400009,14.17666721,13.33333302,14.13399982,61896000
2016-01-14,13.74533272,14.00000000,12.89200020,13.48066711,97360500
2016-01-15,13.66600037,13.67133331,13.14999962,13.26466656,83679000
2016-01-19,13.64799976,14.03133297,13.38533306,13.91399956,60580500
2016-01-20,13.24666691,13.41866684,12.75000000,13.29333305,87579000
2016-01-21,13.33133316,13.54866695,13.00133324,13.43666744,47493000
2016-01-22,13.50333309,13.69999981,13.26866722,13.65333271,46861500
2016-01-25,13.09200001,13.57133293,13.05866718,13.33733273,40480500
2016-01-26,12.90400028,13.18799973,12.59200001,13.11333275,74463000
2016-01-27,12.53800011,12.88399982,12.38466740,12.82533264,54258000
2016-01-28,12.64666653,12.75199986,12.16066742,12.71933270,68892000
2016-01-29,12.74666691,12.91600037,12.53866673,12.66333294,42784500
2016-02-01,13.12933254,13.30133343,12.18333340,12.58399963,79464000
2016-02-02,12.18533325,12.87466717,12.01533318,12.82800007,86604000
2016-02-03,11.56533337,12.26266670,11.34533310,12.23933315,118971000
2016-02-04,11.68866730,11.73200035,11.13266659,11.38000011,65781000
2016-02-05,10.84000015,11.53333282,10.51599979,11.42000008,141564000
2016-02-08,9.86600018,10.47666740,9.73333263,10.47333336,139695000
2016-02-09,9.88333321,10.65266705,9.40333271,9.48799992,129774000
2016-02-10,9.57800007,10.33133316,9.44933319,10.03333282,156097500
2016-02-11,10.03133297,10.88399982,9.80000019,10.13333321,213786000
2016-02-12,10.06933308,10.46733284,9.57999992,10.33333302,108537000
2016-02-16,10.34466743,10.86333275,10.27400017,10.57999992,83907000
2016-02-17,11.24533272,11.28933334,10.44533253,10.60000038,87378000
2016-02-18,11.11800003,11.52999973,10.98466682,11.49466705,58314000
2016-02-19,11.10533333,11.16600037,10.83333302,10.91066742,44391000
2016-02-22,11.84933281,11.92733288,11.32333279,11.34133339,75901500
2016-02-23,11.81400013,12.11533260,11.57866669,11.74400043,89766000
2016-02-24,11.93333340,11.96666718,11.18933296,11.51666737,80934000
2016-02-25,12.49533272,12.56799984,11.68000031,11.90999985,86260500
2016-02-26,12.68933296,12.80000019,12.33333302,12.57999992,90976500
2016-02-29,12.79533291,13.09000015,12.61466694,12.82666683,67485000
2016-03-01,12.42333317,13.06333256,12.18000031,12.94999981,100683000
2016-03-02,12.55599976,12.56799984,12.10000038,12.24866676,72936000
2016-03-03,13.04933262,13.16133308,12.28133297,12.55200005,72435000
2016-03-04,13.40266705,13.60200024,13.16666698,13.19999981,97336500
2016-03-07,13.68599987,13.97999954,13.15999985,13.17866707,79941000
2016-03-08,13.50666714,13.83333302,13.47999954,13.56666660,62680500
2016-03-09,13.91466713,13.95800018,13.51933289,13.63466740,48129000
2016-03-10,13.67866707,14.21933270,13.37800026,14.00000000,77887500
2016-03-11,13.83333302,13.96133327,13.68866730,13.86200047,50146500
2016-03-14,14.34333324,14.44799995,14.04266739,14.17666721,60985500
2016-03-15,14.55599976,14.59799957,14.10000038,14.28466702,47707500
2016-03-16,14.79533291,14.83866692,14.46800041,14.53333282,52750500
2016-03-17,15.09200001,15.23333263,14.66666698,14.76466656,56743500
2016-03-18,15.51599979,15.63199997,15.20400047,15.27333260,70677000
2016-03-21,15.88799953,15.99199963,15.66666698,15.68933296,79617000
2016-03-22,15.61600018,15.93266678,15.50399971,15.81400013,64740000
2016-03-23,14.83866692,15.64866734,14.80200005,15.49133301,74232000
2016-03-24,15.18333340,15.25933266,14.33333302,14.38533306,74413500
2016-03-28,15.35066700,15.65400028,15.00000000,15.44066715,58885500
2016-03-29,15.34200001,15.49199963,15.02200031,15.32600021,60214500
2016-03-30,15.12600040,15.69999981,15.10000038,15.67266655,60495000
2016-03-31,15.31799984,15.82800007,15.00066662,15.28933334,120193500
2016-04-01,15.83933258,16.52666664,15.55000019,16.32200050,239962500
2016-04-04,16.46599960,16.80800056,16.24266624,16.60799980,202129500
2016-04-05,17.03133392,17.10400009,16.00000000,16.03333282,149230500
2016-04-06,17.69466782,17.84933281,16.89666748,16.93133354,175582500
2016-04-07,17.14666748,17.95599937,16.96733284,17.76333237,132843000
2016-04-08,16.67133331,17.38800049,16.53466606,17.36666679,110458500
2016-04-11,16.66133308,17.26600075,16.35333252,16.73333359,137425500
2016-04-12,16.52133369,16.78666687,16.24200058,16.63333321,86448000
2016-04-13,16.96866608,17.03333282,16.48866653,16.56733322,73884000
2016-04-14,16.79066658,17.12266731,16.73666763,16.86666679,61983000
2016-04-15,16.96733284,16.97333336,16.60799980,16.75399971,56286000
2016-04-18,16.92533302,17.22066689,16.77733231,16.81533241,64071000
2016-04-19,16.49133301,16.95800018,16.08333206,16.87466621,95362500
2016-04-20,16.66466713,16.91066742,16.10000038,16.41733360,77911500
2016-04-21,16.55266762,16.72666740,16.46066666,16.59933281,41746500
2016-04-22,16.91666794,16.93333244,16.38066673,16.59266663,56794500
2016-04-25,16.78800011,17.15866661,16.71733284,16.86733246,55054500
2016-04-26,16.91600037,17.04866791,16.62599945,16.80333328,48357000
2016-04-27,16.76466751,17.00000000,16.62666702,16.85000038,48087000
2016-04-28,16.51399994,16.89533234,16.49600029,16.65666771,37785000
2016-04-29,16.05066681,16.56200027,15.85400009,16.54266739,81207000
2016-05-02,16.12000084,16.21266747,15.65466690,16.10000038,57658500
2016-05-03,15.48799992,15.92733288,15.44133282,15.82400036,64533000
2016-05-04,14.83733273,15.63066673,14.69333267,15.35266685,130507500
2016-05-05,14.10200024,15.24266720,13.98600006,15.23066711,168822000
2016-05-06,14.32866669,14.42466736,13.87399960,14.05799961,85278000
2016-05-09,13.92800045,14.40999985,13.78666687,14.38133335,71646000
2016-05-10,13.91266727,13.96466732,13.66666698,13.83666706,61059000
2016-05-11,13.93066692,14.36533260,13.73666668,13.83933258,77428500
2016-05-12,13.81866741,14.11133289,13.57733345,14.09599972,54757500
2016-05-13,13.84066677,14.07999992,13.77999973,13.85200024,42342000
2016-05-16,13.88599968,14.21000004,13.86133289,13.87666702,44241000
2016-05-17,13.64400005,13.98799992,13.60133266,13.93666744,42654000
2016-05-18,14.07800007,14.35400009,13.85000038,13.94333267,84262500
2016-05-19,14.34733295,14.45266724,13.81999969,14.24133301,102994500
2016-05-20,14.68533325,14.70333290,14.42333317,14.46599960,135106500
2016-05-23,14.41466713,14.84000015,14.39066696,14.65799999,76537500
2016-05-24,14.52733326,14.58266735,14.34533310,14.43999958,45207000
2016-05-25,14.63866711,14.75733280,14.43400002,14.52733326,46902000
2016-05-26,15.00800037,15.01733303,14.60333347,14.69999981,61086000
2016-05-27,14.86933327,15.06200027,14.71666718,14.99933338,54754500
2016-05-31,14.88199997,14.98333263,14.76666737,14.86933327,41835000
2016-06-01,14.63733292,14.82666683,14.45933342,14.76533318,44740500
2016-06-02,14.59733295,14.66066742,14.47399998,14.63933277,30492000
2016-06-03,14.59933281,14.79599953,14.53400040,14.66666698,33435000
2016-06-06,14.71199989,14.72666740,14.36333275,14.53333282,33742500
2016-06-07,15.48933315,15.62933254,14.76799965,14.81599998,93204000
2016-06-08,15.70133305,16.05666733,15.50733280,15.58666706,89580000
2016-06-09,15.29066658,15.68866730,15.13733292,15.66533279,67381500
2016-06-10,14.58600044,15.19799995,14.56133270,15.15933323,90399000
2016-06-13,14.52466679,15.05133343,14.51066685,14.63333321,62895000
2016-06-14,14.33066654,14.81333256,14.16866684,14.59200001,53703000
2016-06-15,14.51333332,14.79333305,14.34200001,14.46333313,43627500
2016-06-16,14.52866745,14.53600025,14.23333263,14.49466705,36604500
2016-06-17,14.36466694,14.66600037,14.30000019,14.52066708,46689000
2016-06-20,14.64666653,14.91666698,14.54866695,14.63333321,53332500
2016-06-21,14.64066696,14.83800030,14.58733273,14.71199989,67935000
2016-06-22,13.11066723,13.72999954,13.05000019,13.29800034,356136000
2016-06-23,13.09333324,13.17000008,12.80866718,13.04599953,151960500
2016-06-24,12.87666702,13.00800037,12.64866734,12.67000008,105397500
2016-06-27,13.23666668,13.25399971,12.52466679,12.72399998,108081000
2016-06-28,13.45266724,13.60333347,13.29399967,13.45933342,93186000
2016-06-29,14.01266670,14.11866665,13.53333282,13.67533302,89923500
2016-06-30,14.15200043,14.23333263,13.93466663,14.19799995,72646500
2016-07-01,14.43333340,14.54933262,13.73333263,13.74266720,81000000
2016-07-05,14.26533318,14.30266666,13.86666679,13.98200035,77629500
2016-07-06,14.29599953,14.34866714,13.93333340,14.00000000,73798500
2016-07-07,14.39599991,14.54133320,14.20066738,14.20666695,54180000
2016-07-08,14.45199966,14.65400028,14.30000019,14.52000046,61122000
2016-07-11,14.98533344,15.11866665,14.63399982,14.66399956,81447000
2016-07-12,14.97666740,15.16666698,14.88133335,14.93999958,68569500
2016-07-13,14.83533287,15.03933334,14.68599987,15.03333282,53506500
2016-07-14,14.76866722,14.99600029,14.73666668,14.87466717,40137000
2016-07-15,14.69333267,14.85000038,14.64266682,14.83466721,33513000
2016-07-18,15.08333302,15.13933277,14.55333328,14.64266682,51181500
2016-07-19,15.01733303,15.27333260,14.98333263,15.00000000,46726500
2016-07-20,15.22399998,15.31999969,15.00000000,15.09799957,38527500
2016-07-21,14.69999981,15.18999958,14.60666656,15.06666660,66430500
2016-07-22,14.81799984,14.96666718,14.59200001,14.79933262,38695500
2016-07-25,15.33399963,15.42599964,14.75800037,14.81799984,67360500
2016-07-26,15.30066681,15.33333302,15.02000046,15.17933273,51450000
2016-07-27,15.23266697,15.55733299,15.12800026,15.28933334,43335000
2016-07-28,15.37399960,15.38399982,15.10666656,15.19666672,36286500
